#locus_id	contig	start	stop	annotation
cds87	gi|16763390|ref|NC_003197.1|	100839	101318	ID=cds87;Name=NP_459092.1;Parent=gene87;Note=catalyzes the reduction of dihydrofolate to tetrahydrofolate;Dbxref=Genbank:NP_459092.1,GeneID:1251605;gbkey=CDS;gene=folA;product=dihydrofolate reductase;protein_id=NP_459092.1;transl_table=11;strand=+
cds88	gi|16763390|ref|NC_003197.1|	101424	102272	ID=cds88;Name=NP_459093.1;Parent=gene88;Note=hydrolyzes P%281%29%2CP%284%29-bis%285%27-adenosyl%29 tetraphosphate to form 2 ADP;Dbxref=Genbank:NP_459093.1,GeneID:1251606;gbkey=CDS;gene=apaH;product=bis%285%27-nucleosyl%29-tetraphosphatase;protein_id=NP_459093.1;transl_table=11;strand=-
cds89	gi|16763390|ref|NC_003197.1|	102283	102660	ID=cds89;Name=NP_459094.1;Parent=gene89;Note=protein associated with Co2%2B and Mg2%2B efflux;Dbxref=Genbank:NP_459094.1,GeneID:1251607;gbkey=CDS;gene=apaG;product=protein ApaG;protein_id=NP_459094.1;transl_table=11;strand=-
cds90	gi|16763390|ref|NC_003197.1|	102663	103484	ID=cds90;Name=NP_459095.1;Parent=gene90;Note=catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine %28S-AdoMet%29 to two adjacent adenosine bases A1518 and A1519 in 16S rRNA%3B mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin;Dbxref=Genbank:NP_459095.1,GeneID:1251608;gbkey=CDS;gene=ksgA;product=rRNA small subunit methyltransferase A;protein_id=NP_459095.1;transl_table=11;strand=-
cds91	gi|16763390|ref|NC_003197.1|	103481	104470	ID=cds91;Name=NP_459096.1;Parent=gene91;Note=catalyzes oxidation of 4-%28phosphohydroxy%29-L-threonine into 2-amino-3-oxo-4-%28phosphohydroxy%29butyric acid which decarboxylates to form 1-amino-3-%28phosphohydroxy%29propan-2-one %283-amino-2-oxopropyl phosphate%29;Dbxref=Genbank:NP_459096.1,GeneID:1251609;gbkey=CDS;gene=pdxA;product=4-hydroxythreonine-4-phosphate dehydrogenase;protein_id=NP_459096.1;transl_table=11;strand=-
cds92	gi|16763390|ref|NC_003197.1|	104470	105756	ID=cds92;Name=NP_459097.1;Parent=gene92;Note=peptidyl-prolyl cis-trans isomerase involved in the folding of extracytoplasmic proteins%2C especially OmpA%2C OmpF and LamB;Dbxref=Genbank:NP_459097.1,GeneID:1251610;gbkey=CDS;gene=surA;product=chaperone SurA;protein_id=NP_459097.1;transl_table=11;strand=-
cds93	gi|16763390|ref|NC_003197.1|	105810	108170	ID=cds93;Name=NP_459098.1;Parent=gene93;Note=organic solvent tolerance protein%3B determines N-hexane tolerance and is involved in outer membrane permeability;Dbxref=Genbank:NP_459098.1,GeneID:1251611;gbkey=CDS;gene=lpdT;product=LPS-assembly protein LptD;protein_id=NP_459098.1;transl_table=11;strand=-
cds94	gi|16763390|ref|NC_003197.1|	108424	109236	ID=cds94;Name=NP_459099.1;Parent=gene94;Note=functions as a co-chaperone with DnaK%3B involved in regulation of colanic acid capsule%3B inner membrane protein%3B dimerized via transmembrane domain%3B J-like domain is cytoplasmic and can functionally substitute for DnaJ%3B stimulates synthesis of colanic acid mucoid capsule through the RcsB%2FC signal transduction system;Dbxref=Genbank:NP_459099.1,GeneID:1251612;gbkey=CDS;gene=djlA;product=Dna-J like protein;protein_id=NP_459099.1;transl_table=11;strand=+
cds95	gi|16763390|ref|NC_003197.1|	109331	109990	ID=cds95;Name=NP_459100.1;Parent=gene95;Note=catalyzes the synthesis of pseudouridine from uracil-746 in 23S ribosomal RNA and from uracil-32 in the anticodon stem and loop of transfer RNAs;Dbxref=Genbank:NP_459100.1,GeneID:1251613;gbkey=CDS;gene=rluA;product=23S rRNA%2FtRNA pseudouridine synthase A;protein_id=NP_459100.1;transl_table=11;strand=-
cds96	gi|16763390|ref|NC_003197.1|	110002	112908	ID=cds96;Name=NP_459101.1;Parent=gene96;Note=ATP-dependent helicase HepA%3B transcription regulator that activates transcription by stimulating RNA polymerase %28RNAP%29 recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP%2C when it is trapped or immobilized on tightly supercoiled DNA;Dbxref=Genbank:NP_459101.1,GeneID:1251614;gbkey=CDS;gene=rapA;product=RNA polymerase-associated protein RapA;protein_id=NP_459101.1;transl_table=11;strand=-
cds97	gi|16763390|ref|NC_003197.1|	113082	115433	ID=cds97;Name=NP_459102.1;Parent=gene97;Note=Has polymerase%2C DNA-binding and 3%27-5%27 exonuclease activities. In Aeropyrum pernix this protein is sensitive to aphidicolin and stable at 95%23C;Dbxref=Genbank:NP_459102.1,GeneID:1251615;gbkey=CDS;gene=polB;product=DNA polymerase II;protein_id=NP_459102.1;transl_table=11;strand=-
cds98	gi|16763390|ref|NC_003197.1|	115477	116097	ID=cds98;Name=NP_459103.1;Parent=gene98;Dbxref=Genbank:NP_459103.1,GeneID:1251616;gbkey=CDS;product=hypothetical protein;protein_id=NP_459103.1;transl_table=11;strand=-
cds99	gi|16763390|ref|NC_003197.1|	116816	117235	ID=cds99;Name=NP_459105.1;Parent=gene99;Dbxref=Genbank:NP_459105.1,GeneID:1251618;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_459105.1;transl_table=11;strand=+
cds100	gi|16763390|ref|NC_003197.1|	117241	117936	ID=cds100;Name=NP_459106.1;Parent=gene100;Note=catalyzes the isomerization of L-ribulose 5-phosphate to D-xylulose 5-phosphate in the anaerobic catabolism of L-ascorbate%3B links the arabinose metabolic pathway to the pentose phosphate pathway and allows the bacteria to use arabinose as an energy source;Dbxref=Genbank:NP_459106.1,GeneID:1251619;gbkey=CDS;gene=araD;product=L-ribulose-5-phosphate 4-epimerase;protein_id=NP_459106.1;transl_table=11;strand=-
cds101	gi|16763390|ref|NC_003197.1|	118077	119579	ID=cds101;Name=NP_459107.1;Parent=gene101;Note=catalyzes the formation of L-ribulose from L-arabinose in L-arabinose catabolism;Dbxref=Genbank:NP_459107.1,GeneID:1251620;gbkey=CDS;gene=araA;product=L-arabinose isomerase;protein_id=NP_459107.1;transl_table=11;strand=-
cds102	gi|16763390|ref|NC_003197.1|	119590	121299	ID=cds102;Name=NP_459108.1;Parent=gene102;Note=catalyzes the phosphorylation of ribulose to ribulose 5-phosphate;Dbxref=Genbank:NP_459108.1,GeneID:1251621;gbkey=CDS;gene=araB;product=ribulokinase;protein_id=NP_459108.1;transl_table=11;strand=-
cds103	gi|16763390|ref|NC_003197.1|	121640	122485	ID=cds103;Name=NP_459109.1;Parent=gene103;Note=positive and negative regulator%3B regulates the araBAD and araFGH operons and other genes involved in the transport and catabolism of L-arabinose;Dbxref=Genbank:NP_459109.1,GeneID:1251622;gbkey=CDS;gene=araC;product=DNA-binding transcriptional regulator AraC;protein_id=NP_459109.1;transl_table=11;strand=+
cds104	gi|16763390|ref|NC_003197.1|	122604	123371	ID=cds104;Name=NP_459110.1;Parent=gene104;Note=DedA family;Dbxref=Genbank:NP_459110.1,GeneID:1251623;gbkey=CDS;gene=yabI;product=DedA family membrane protein;protein_id=NP_459110.1;transl_table=11;strand=+
cds105	gi|16763390|ref|NC_003197.1|	123410	124117	ID=cds105;Name=NP_459111.1;Parent=gene105;Note=with TbpA and ThiP is part of the thiamine and TPP transport system;Dbxref=Genbank:NP_459111.1,GeneID:1251624;gbkey=CDS;gene=thiQ;product=thiamine ABC transporter ATP-binding protein;protein_id=NP_459111.1;transl_table=11;strand=-
cds106	gi|16763390|ref|NC_003197.1|	124101	125711	ID=cds106;Name=NP_459112.1;Parent=gene106;Note=permease%3B with TbpA and ThiQ functions in transport of thiamine and thiamine pyrophosphate into the cell%3B repressed in presence of exogenous thiamine;Dbxref=Genbank:NP_459112.1,GeneID:1251625;gbkey=CDS;gene=thiP;product=thiamine ABC transporter permease ThiP;protein_id=NP_459112.1;transl_table=11;strand=-
cds107	gi|16763390|ref|NC_003197.1|	125687	126670	ID=cds107;Name=NP_459113.1;Parent=gene107;Note=part of the thiamine and TPP transport system tbpA-thiPQ;Dbxref=Genbank:NP_459113.1,GeneID:1251626;gbkey=CDS;gene=tbpA;product=thiamine ABC transporter substrate-binding protein ThiP;protein_id=NP_459113.1;transl_table=11;strand=-
cds108	gi|16763390|ref|NC_003197.1|	126848	128506	ID=cds108;Name=NP_459114.1;Parent=gene108;Note=activates sgrS under glucose-phosphate stress conditions;Dbxref=Genbank:NP_459114.1,GeneID:1251627;gbkey=CDS;gene=yabN;product=HTH-type transcriptional regulator SgrR;protein_id=NP_459114.1;transl_table=11;strand=-
cds109	gi|16763390|ref|NC_003197.1|	129057	129662	ID=cds109;Name=NP_459115.1;Parent=gene109;Note=catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate in leucine biosynthesis%3B forms a heterodimer of LeuC%2FD;Dbxref=Genbank:NP_459115.1,GeneID:1251628;gbkey=CDS;gene=leuD;product=3-isopropylmalate dehydratase small subunit;protein_id=NP_459115.1;transl_table=11;strand=-
cds110	gi|16763390|ref|NC_003197.1|	129673	131073	ID=cds110;Name=NP_459116.1;Parent=gene110;Note=dehydratase component%2C catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate;Dbxref=Genbank:NP_459116.1,GeneID:1251629;gbkey=CDS;gene=leuC;product=3-isopropylmalate dehydratase large subunit;protein_id=NP_459116.1;transl_table=11;strand=-
cds111	gi|16763390|ref|NC_003197.1|	131076	132167	ID=cds111;Name=NP_459117.1;Parent=gene111;Note=catalyzes the oxidation of 3-isopropylmalate to 3-carboxy-4-methyl-2-oxopentanoate in leucine biosynthesis;Dbxref=Genbank:NP_459117.1,GeneID:1251630;gbkey=CDS;gene=leuB;product=3-isopropylmalate dehydrogenase;protein_id=NP_459117.1;transl_table=11;strand=-
cds112	gi|16763390|ref|NC_003197.1|	132167	133738	ID=cds112;Name=NP_459118.1;Parent=gene112;Note=catalyzes the formation of 2-isopropylmalate from acetyl-CoA and 2-oxoisovalerate in leucine biosynthesis;Dbxref=Genbank:NP_459118.1,GeneID:1251631;gbkey=CDS;gene=leuA;product=2-isopropylmalate synthase;protein_id=NP_459118.1;transl_table=11;strand=-
cds113	gi|16763390|ref|NC_003197.1|	133826	133912	ID=cds113;Name=NP_459119.1;Parent=gene113;Note=involved in attenuation control of the leuABCD operon in leucine biosynthesis;Dbxref=Genbank:NP_459119.1,GeneID:1251632;gbkey=CDS;gene=leuL;product=leu operon leader peptide;protein_id=NP_459119.1;transl_table=11;strand=-
cds114	gi|16763390|ref|NC_003197.1|	134569	135513	ID=cds114;Name=NP_459120.1;Parent=gene114;Note=activator for leuABCD operon%3B member of LysR family of transcriptional activators;Dbxref=Genbank:NP_459120.1,GeneID:1251633;gbkey=CDS;gene=leuO;product=HTH-type transcriptional regulator LeuO;protein_id=NP_459120.1;transl_table=11;strand=+
cds115	gi|16763390|ref|NC_003197.1|	135898	137559	ID=cds115;Name=NP_459121.1;Parent=gene115;Note=catalytic subunit%3B catalyzes the formation of 2-acetolactate from pyruvate%2C leucine sensitive;Dbxref=Genbank:NP_459121.1,GeneID:1251634;gbkey=CDS;gene=ilvI;product=acetolactate synthase 3 large subunit;protein_id=NP_459121.1;transl_table=11;strand=+
cds116	gi|16763390|ref|NC_003197.1|	137562	138053	ID=cds116;Name=NP_459122.1;Parent=gene116;Note=regulatory subunit%3B with IlvI catalyzes the formation of 2-acetolactate from pyruvate%2C the small subunit is required for full activity and valine sensitivity%3B E.coli produces 3 isoenzymes of acetolactate synthase which differ in specificity to substrates%2C valine sensitivity and affinity for cofactors;Dbxref=Genbank:NP_459122.1,GeneID:1251635;gbkey=CDS;gene=ilvH;product=acetolactate synthase 3 small subunit;protein_id=NP_459122.1;transl_table=11;strand=+
cds117	gi|16763390|ref|NC_003197.1|	138337	139341	ID=cds117;Name=NP_459123.1;Parent=gene117;Note=binds D-fructose as an inducer%3B involved in regulation of operons for central pathways of carbon metabolism;Dbxref=Genbank:NP_459123.1,GeneID:1251636;gbkey=CDS;gene=fruR;product=DNA-binding transcriptional regulator FruR;protein_id=NP_459123.1;transl_table=11;strand=+
cds118	gi|16763390|ref|NC_003197.1|	139338	139487	ID=cds118;Name=YP_006892376.1;Parent=gene118;Dbxref=Genbank:YP_006892376.1,GeneID:13865718;gbkey=CDS;product=hypothetical protein;protein_id=YP_006892376.1;transl_table=11;strand=-
cds119	gi|16763390|ref|NC_003197.1|	139947	140405	ID=cds119;Name=NP_459124.1;Parent=gene119;Note=MraZ%3B UPF0040%3B crystal structure shows similarity to AbrB;Dbxref=Genbank:NP_459124.1,GeneID:1251637;gbkey=CDS;gene=yabB;product=cell division protein MraZ;protein_id=NP_459124.1;transl_table=11;strand=+
cds120	gi|16763390|ref|NC_003197.1|	140407	141348	ID=cds120;Name=NP_459125.1;Parent=gene120;Dbxref=Genbank:NP_459125.1,GeneID:1251638;gbkey=CDS;gene=mraW;product=rRNA small subunit methyltransferase H;protein_id=NP_459125.1;transl_table=11;strand=+
cds121	gi|16763390|ref|NC_003197.1|	141345	141710	ID=cds121;Name=NP_459126.1;Parent=gene121;Note=membrane bound cell division protein at septum containing leucine zipper motif;Dbxref=Genbank:NP_459126.1,GeneID:1251639;gbkey=CDS;gene=ftsL;product=cell division protein FtsL;protein_id=NP_459126.1;transl_table=11;strand=+
cds122	gi|16763390|ref|NC_003197.1|	141726	143492	ID=cds122;Name=NP_459127.1;Parent=gene122;Note=penicillin-binding protein 3;Dbxref=Genbank:NP_459127.1,GeneID:1251640;gbkey=CDS;gene=ftsI;product=peptidoglycan synthase FtsI;protein_id=NP_459127.1;transl_table=11;strand=+
cds123	gi|16763390|ref|NC_003197.1|	143479	144966	ID=cds123;Name=NP_459128.1;Parent=gene123;Note=involved in cell wall formation%3B peptidoglycan synthesis%3B cytoplasmic enzyme%3B catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-aceylmuramoyl-l-alanyl-d-glutamate;Dbxref=Genbank:NP_459128.1,GeneID:1251641;gbkey=CDS;gene=murE;product=UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-diaminopimelate ligase;protein_id=NP_459128.1;transl_table=11;strand=+
cds124	gi|16763390|ref|NC_003197.1|	144963	146321	ID=cds124;Name=NP_459129.1;Parent=gene124;Dbxref=Genbank:NP_459129.1,GeneID:1251642;gbkey=CDS;gene=murF;product=UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase;protein_id=NP_459129.1;transl_table=11;strand=+
cds125	gi|16763390|ref|NC_003197.1|	146315	147397	ID=cds125;Name=NP_459130.1;Parent=gene125;Note=First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan;Dbxref=Genbank:NP_459130.1,GeneID:1251643;gbkey=CDS;gene=mraY;product=phospho-N-acetylmuramoyl-pentapeptide-transferase;protein_id=NP_459130.1;transl_table=11;strand=+
cds126	gi|16763390|ref|NC_003197.1|	147400	148716	ID=cds126;Name=NP_459131.1;Parent=gene126;Note=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase%3B involved in peptidoglycan biosynthesis%3B cytoplasmic%3B catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine during cell wall formation;Dbxref=Genbank:NP_459131.1,GeneID:1251644;gbkey=CDS;gene=murD;product=UDP-N-acetylmuramoylalanine--D-glutamate ligase;protein_id=NP_459131.1;transl_table=11;strand=+
cds127	gi|16763390|ref|NC_003197.1|	148716	149960	ID=cds127;Name=NP_459132.1;Parent=gene127;Note=cell division protein FtsW%3B integral membrane protein involved in stabilizing FstZ ring during cell division;Dbxref=Genbank:NP_459132.1,GeneID:1251645;gbkey=CDS;gene=ftsW;product=lipid II flippase FtsW;protein_id=NP_459132.1;transl_table=11;strand=+
cds128	gi|16763390|ref|NC_003197.1|	149957	151024	ID=cds128;Name=NP_459133.1;Parent=gene128;Note=undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase%3B involved in cell wall formation%3B inner membrane-associated%3B last step of peptidoglycan synthesis;Dbxref=Genbank:NP_459133.1,GeneID:1251646;gbkey=CDS;gene=murG;product=UDP-N-acetylglucosamine--N-acetylmuramyl-%28pentapeptide%29 pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;protein_id=NP_459133.1;transl_table=11;strand=+
cds129	gi|16763390|ref|NC_003197.1|	151143	152618	ID=cds129;Name=NP_459134.1;Parent=gene129;Note=Catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis;Dbxref=Genbank:NP_459134.1,GeneID:1251647;gbkey=CDS;gene=murC;product=UDP-N-acetylmuramate--L-alanine ligase;protein_id=NP_459134.1;transl_table=11;strand=+
cds130	gi|16763390|ref|NC_003197.1|	152611	153531	ID=cds130;Name=NP_459135.1;Parent=gene130;Note=D-alanine--D-alanine ligase%3B DdlA%3B DdlB%3B cytoplasmic%3B catalyzes the formation of D-alanyl-D-alanine from two D-alanines in peptidoglycan synthesis%3B there are two forms of this enzyme in Escherichia coli;Dbxref=Genbank:NP_459135.1,GeneID:1251648;gbkey=CDS;gene=ddl;product=D-alanine--D-alanine ligase;protein_id=NP_459135.1;transl_table=11;strand=+
cds131	gi|16763390|ref|NC_003197.1|	153533	154363	ID=cds131;Name=NP_459136.1;Parent=gene131;Note=involved in septum formation;Dbxref=Genbank:NP_459136.1,GeneID:1251649;gbkey=CDS;gene=ftsQ;product=cell division protein FtsQ;protein_id=NP_459136.1;transl_table=11;strand=+
cds132	gi|16763390|ref|NC_003197.1|	154360	155622	ID=cds132;Name=NP_459137.1;Parent=gene132;Note=ATP-binding involved in recruitment of FtsK to Z ring%3B essential cell division protein%3B colocalizes with FtsZ through direct interaction to the septal ring structure%3B structurally similar to eukaryotic actin%3B binds directly to the cell membrane;Dbxref=Genbank:NP_459137.1,GeneID:1251650;gbkey=CDS;gene=ftsA;product=cell division protein FtsA;protein_id=NP_459137.1;transl_table=11;strand=+
cds133	gi|16763390|ref|NC_003197.1|	155683	156834	ID=cds133;Name=NP_459138.1;Parent=gene133;Note=GTPase%3B similar structure to tubulin%3B forms ring-shaped polymers at the site of cell division%3B other proteins such as FtsA%2C ZipA%2C and ZapA%2C interact with and regulate FtsZ function;Dbxref=Genbank:NP_459138.1,GeneID:1251651;gbkey=CDS;gene=ftsZ;product=cell division protein FtsZ;protein_id=NP_459138.1;transl_table=11;strand=+
cds134	gi|16763390|ref|NC_003197.1|	156935	157852	ID=cds134;Name=NP_459139.1;Parent=gene134;Note=zinc-dependent%3B catalyzes the deacetylation of UDP-%283-O-acyl%29-N-acetylglucosamine to UDP-3-O-%283-hydroxytetradecanoyl%29-glucosamine in the second step of lipid A biosynthesis;Dbxref=Genbank:NP_459139.1,GeneID:1251652;gbkey=CDS;gene=lpxC;product=UDP-3-O-%5B3-hydroxymyristoyl%5D N-acetylglucosamine deacetylase;protein_id=NP_459139.1;transl_table=11;strand=+
cds135	gi|16763390|ref|NC_003197.1|	158130	158627	ID=cds135;Name=NP_459140.2;Parent=gene135;Note=secM translational pause allows for the initiation of secA translation;Dbxref=Genbank:NP_459140.2,GeneID:1251653;gbkey=CDS;gene=yacA;product=SecA regulator SecM;protein_id=NP_459140.2;transl_table=11;strand=+
cds136	gi|16763390|ref|NC_003197.1|	158689	161394	ID=cds136;Name=NP_459141.1;Parent=gene136;Note=functions in protein export%3B can interact with acidic membrane phospholipids and the SecYEG protein complex%3B binds to preproteins%3B binds to ATP and undergoes a conformational change to promote membrane insertion of SecA%2Fbound preprotein%3B ATP hydrolysis appears to drive release of the preprotein from SecA and deinsertion of SecA from the membrane%3B additional proteins SecD%2FF%2FYajC aid SecA recycling%3B exists in an equilibrium between monomers and dimers%3B may possibly form higher order oligomers%3B proteins in this cluster correspond SecA1%3B SecA2 is not essential and seems to play a role in secretion of a subset of proteins;Dbxref=Genbank:NP_459141.1,GeneID:1251654;gbkey=CDS;gene=secA;product=preprotein translocase subunit SecA;protein_id=NP_459141.1;transl_table=11;strand=+
cds137	gi|16763390|ref|NC_003197.1|	161546	161941	ID=cds137;Name=NP_459142.1;Parent=gene137;Note=prefers dGTP%3B causes AT-GC transversions;Dbxref=Genbank:NP_459142.1,GeneID:1251655;gbkey=CDS;gene=mutT;product=7%2C8-dihydro-8-oxoguanine-triphosphatase;protein_id=NP_459142.1;transl_table=11;strand=+
cds138	gi|16763390|ref|NC_003197.1|	162263	162454	ID=cds138;Name=NP_459143.1;Parent=gene139;Dbxref=Genbank:NP_459143.1,GeneID:1251656;gbkey=CDS;gene=yacG;product=DNA gyrase inhibitor;protein_id=NP_459143.1;transl_table=11;strand=-
cds139	gi|16763390|ref|NC_003197.1|	162464	163207	ID=cds139;Name=NP_459144.1;Parent=gene140;Dbxref=Genbank:NP_459144.1,GeneID:1251657;gbkey=CDS;gene=zapD;product=cell division protein ZapD;protein_id=NP_459144.1;transl_table=11;strand=-
cds140	gi|16763390|ref|NC_003197.1|	163207	163827	ID=cds140;Name=NP_459145.1;Parent=gene141;Note=catalyzes the phosphorylation of the 3%27-hydroxyl group of dephosphocoenzyme A to form coenzyme A%3B involved in coenzyme A biosynthesis;Dbxref=Genbank:NP_459145.1,GeneID:1251658;gbkey=CDS;gene=coaE;product=dephospho-CoA kinase;protein_id=NP_459145.1;transl_table=11;strand=-
cds141	gi|16763390|ref|NC_003197.1|	164053	165096	ID=cds141;Name=NP_459146.1;Parent=gene142;Note=guanosine 5%27-monophosphate oxidoreductase%3B catalyzes the NADPH-dependent deamination of GMP to inosine monophosphate;Dbxref=Genbank:NP_459146.1,GeneID:1251659;gbkey=CDS;gene=guaC;product=GMP reductase;protein_id=NP_459146.1;transl_table=11;strand=+
